Dates,Depression Score,OCD Score,Anxiety Score
10/26/17 19:44,0,0,0
10/29/17 15:43,0,0,0
10/29/17 18:46,0,12.5,0
10/29/17 20:34,0,0,0
10/29/17 20:52,3.846153846,0,0
10/31/17 5:47,7.142857143,7.142857143,0
10/31/17 6:09,0,0,0
10/31/17 6:30,4.166666667,4.166666667,0
10/31/17 6:40,25,6.25,6.25
10/31/17 9:14,0,0,0
10/31/17 9:18,6.666666667,6.666666667,0
11/1/17 19:23,0,0,0
11/1/17 19:25,0,0,0
11/1/17 21:19,17.64705882,5.882352941,11.76470588
11/2/17 6:09,0,0,0
11/3/17 21:55,14.28571429,0,0
11/7/17 13:50,0,0,0
11/7/17 20:51,0,9.090909091,9.090909091
11/8/17 8:23,13.04347826,4.347826087,0
11/8/17 20:59,0,0,0
11/9/17 9:59,5.555555556,5.555555556,5.555555556
11/9/17 12:49,15.38461538,7.692307692,0
11/9/17 19:19,14.81481481,11.11111111,11.11111111
11/10/17 12:12,0,0,0
11/10/17 16:57,0,10,0
11/10/17 19:55,0,0,0
11/10/17 19:56,0,0,0
11/11/17 9:54,9.090909091,9.090909091,0
11/11/17 18:07,9.523809524,0,4.761904762
11/11/17 22:16,0,0,0
11/12/17 18:52,4.347826087,4.347826087,0
11/13/17 10:54,0,0,0
11/13/17 11:28,0,0,0
11/13/17 18:56,0,0,0
11/14/17 6:08,0,0,0
11/14/17 7:06,11.11111111,33.33333333,0
11/14/17 7:07,4.761904762,0,0
11/15/17 11:34,4.166666667,4.166666667,4.166666667
11/15/17 11:51,6.25,6.25,0
11/15/17 12:09,0,0,0
11/15/17 17:12,0,18.18181818,0
11/15/17 19:14,4.761904762,4.761904762,9.523809524
11/15/17 20:06,16.66666667,4.166666667,4.166666667
11/15/17 20:47,0,0,0
11/16/17 5:10,12.5,12.5,0
11/16/17 20:55,5.882352941,5.882352941,5.882352941
11/17/17 20:48,13.33333333,0,0
11/19/17 21:04,0,0,0
11/20/17 8:03,8.333333333,4.166666667,4.166666667
11/20/17 8:04,0,0,12.5
11/20/17 8:09,3.846153846,3.846153846,0
11/20/17 11:31,0,0,0
11/20/17 19:36,4.347826087,4.347826087,4.347826087
11/21/17 10:17,3.703703704,0,3.703703704
11/21/17 11:49,33.33333333,8.333333333,12.5
11/21/17 12:03,0,0,0
11/21/17 12:27,23.80952381,0,9.523809524
11/21/17 12:42,7.407407407,14.81481481,7.407407407
11/21/17 12:56,0,0,0
11/21/17 17:51,9.090909091,0,4.545454545
11/21/17 23:18,3.571428571,3.571428571,0
11/22/17 7:26,0,0,0
11/22/17 8:14,0,0,0
11/23/17 10:47,0,7.692307692,0
11/23/17 15:45,4.347826087,13.04347826,0
11/24/17 9:14,0,0,0
11/24/17 10:39,0,0,0
11/24/17 13:30,12.5,0,6.25
11/26/17 11:09,0,0,0
11/26/17 16:38,11.76470588,5.882352941,0
11/26/17 16:45,0,0,0
11/26/17 17:48,0,20,0
11/26/17 19:38,6.896551724,3.448275862,0
11/27/17 19:26,0,18.18181818,9.090909091
11/27/17 19:27,4.347826087,8.695652174,8.695652174
11/27/17 20:59,8.695652174,8.695652174,8.695652174
11/27/17 21:15,9.090909091,0,0
11/28/17 18:51,0,0,0
11/28/17 22:02,10.52631579,0,5.263157895
11/29/17 8:11,0,0,0
11/29/17 11:55,10,0,5
11/29/17 19:15,5,5,5
11/30/17 13:48,0,0,0
11/30/17 15:13,11.76470588,17.64705882,5.882352941
11/30/17 15:47,25,16.66666667,16.66666667
11/30/17 19:45,0,0,0
12/1/17 21:47,0,0,0
12/2/17 12:54,7.407407407,0,0
12/2/17 17:49,0,5.555555556,0
12/3/17 14:06,10.52631579,10.52631579,5.263157895
12/3/17 19:52,9.090909091,9.090909091,9.090909091
12/5/17 6:33,20,0,0
12/6/17 9:27,0,16,0
12/6/17 9:36,0,0,0
